example_id,article,answer,question,options,modified_question,target_wrong_choice,strategy_type,strategy_risk
middle2409.txt,"Hi! My name is Millie. I am from England. I am twelve years old. I am slim and tall. I have long hair. I like music. I listen to music every evening. I like reading and I am in the Reading Club. But I don't like sports.
Hello! I am Peter from America. But I live in Shanghai now. I am 13 years old. I wear glasses. I am tall and strong. My hair is very short. I like sports very much. Every afternoon, I play football on the playground at school. I am good at swimming too.
This is Amy. I was born in Beijing and now I live in Nanjing. My father works in a hospital in Nanjing. So we come here. I am fourteen years old. I am short but strong. I like playing computer games. I am polite and helpful. I often help other students.",C,What is Peter like?,['Slim and tall.' 'Short and strong.' 'Tall and strong.' 'Thin and tall.'],What is Peter like at school?,A,condition_scope,high
middle1051.txt,"Sales of laptop computers passed desktops in the U.S. for the first time ever this fall, according to market-research firm IDC. That's bad news for backs, necks and shoulders.
Laptops are bad for our body. When you work at a computer, the keyboard should be at elbow height and the monitor should be roughly at eye level, so you can sit well in a chair. But most users simply set their laptops on a desk or table. The keyboard is too high, which makes your arms reach up, your shoulders feel tired and your wrists bend down. The monitor is too low, which pulls your head and neck forward and down and your back may feel hurt.
That's OK if you use your laptop for a short time. But if you use one for hours without stopping - as do millions of college students, business travelers, telecommuters, video-gamers and growing numbers of office workers - your body may feel hurt. Ergonomics experts have warned about laptop problems for years. But people still like laptops better than the desktops. And they use laptops anywhere - in bed, on the floor - in all kinds of positions.
""How can a mouse or a keyboard hurt you?"" says Thomas Caffrey, the founder of Myofactors LLC, ""Wrong positions can be bad for your body. As time goes by, a wrong position can lead to pain in the neck, shoulders, back and arms, as well as headaches.""",A,"When you work at a computer, the keyboard should be   _  .",['at elbow height' 'at eye height' 'on a desk' 'on a table'],"When you work at a computer, the keyboard should be   _   if you want to type faster.",B,condition_scope,high
middle1051.txt,"Sales of laptop computers passed desktops in the U.S. for the first time ever this fall, according to market-research firm IDC. That's bad news for backs, necks and shoulders.
Laptops are bad for our body. When you work at a computer, the keyboard should be at elbow height and the monitor should be roughly at eye level, so you can sit well in a chair. But most users simply set their laptops on a desk or table. The keyboard is too high, which makes your arms reach up, your shoulders feel tired and your wrists bend down. The monitor is too low, which pulls your head and neck forward and down and your back may feel hurt.
That's OK if you use your laptop for a short time. But if you use one for hours without stopping - as do millions of college students, business travelers, telecommuters, video-gamers and growing numbers of office workers - your body may feel hurt. Ergonomics experts have warned about laptop problems for years. But people still like laptops better than the desktops. And they use laptops anywhere - in bed, on the floor - in all kinds of positions.
""How can a mouse or a keyboard hurt you?"" says Thomas Caffrey, the founder of Myofactors LLC, ""Wrong positions can be bad for your body. As time goes by, a wrong position can lead to pain in the neck, shoulders, back and arms, as well as headaches.""",B,"From the passage, we know that laptop computers   _  .","['are not so popular as the desktops' 'are more popular than the desktops'
 'are not bad for our body' 'have no mouse now']","From the passage, we know that laptop computers   _   when we don't use them properly.",D,condition_scope,high
middle9.txt,"Come and see the India elephants and the new tigers from America. The bears are waiting to meet you, and the monkeys from China are waiting to throw  things to you. The lovely dogs from Australia are waiting to laugh at you. The giraffes from Brazil are waiting to look down on you.
Tickets                             Open time
Grown-up: $2.00             9:00a.m--4:00p.m
Children :over 12 $1.00               Except Friday
Under12 Free                   10:00a.m--3:00p.m
Keep the zoo clean!
Don't touch  , give good food or go near the animals!",C,"Now Mr Smith is in the zoo with his two sons,one is14 and the other is 10 .How much are the tickets together ?",['$4.00' '$2.00' '$3.00' '$10.00'],"Now Mr Smith is in the zoo with his two sons,one is14 and the other is 10 .How much are the tickets together if there is a family discount?",B,condition_scope,high
middle9.txt,"Come and see the India elephants and the new tigers from America. The bears are waiting to meet you, and the monkeys from China are waiting to throw  things to you. The lovely dogs from Australia are waiting to laugh at you. The giraffes from Brazil are waiting to look down on you.
Tickets                             Open time
Grown-up: $2.00             9:00a.m--4:00p.m
Children :over 12 $1.00               Except Friday
Under12 Free                   10:00a.m--3:00p.m
Keep the zoo clean!
Don't touch  , give good food or go near the animals!",C,Which of the following is the visiting time?,['8:30am Monday' '9:30am Friday' '3:00pm Sunday' '5:00pm Tuesday'],Which of the following is the visiting time on weekends?,A,condition_scope,high
middle7602.txt,"Hi, dear boys and girls! Do you know how to be a healthy kid? Here are some rules you should follow.
First, eat different foods, especially fruit and vegetables. You may have a favourite food, but you'd better eat something different, if you eat different foods, you will probably get more nutrients  your body needs.
Second, drink water and milk as often as possible. When you're really thirsty, cold water is the No. 1 choice. Milk is a great drink that can give you more calcium your body needs to grow strong bones.
Third, listen to your body. How do you feel when you are full? When you are eating, notice how your body feels and when your stomach feels comfortably full. Eating too much will not make you feel comfortable and make you fat.
Fourth, limit  screen times. Screen time is the time you watch TV, DVDs and videos, or using computers. It is good to take more exercise, such as basketball, bike riding and swimming. You can't watch TV for more than two hours a day.
Fifth, be active. One thing you'd like to do as a kid is to find out which activity you like best. Find ways to be active every day.
Follow these rules and you can be a healthy kid.
, , .",D,You should eat different foods especially   _  .,['meat' 'junk food' 'hamburgers' 'fruit and vegetable'],You should eat different foods especially   _   when you are very hungry.,A,condition_scope,high
middle7840.txt,"Yang Nan, 17, was happy to move to her new home in a northern area of Beijing. She was told that her neighborhood used to be farmland planted with vegetables, corn and wheat. But looking at the new road, beautiful park and supermarkets, Yang couldn't see any sign that food was once grown there.
Yang is not alone. In recent years, many Chinese people have moved into new houses in country areas. Tall buildings have been built everywhere in the suburbs. The crops and fruit trees are no more. But these changes have caused problems too, warns Gan Zang chun, an official at the Ministry of Land and Resources  .
""Chinese cities are growing fast. This has made the area for farmland much smaller. This is really bad for the country's ability to grow food, not to mention the lives of farmers,"" said Gan last Monday.
The country needs farmland to grow food for the people of China. But the recent rise in house prices has made selling land a good business. A lot of land has been used to build new houses for sale.
Pollution, which makes land useless, is another reason for the big drop in China's farmland. About 2.67 million square kilometers of land in China have been polluted and turned into desert.
The government wants China to have at least 120 million hectares  of farmland. But there are only about 121.8 million hectares left. ""It will be really difficult to reach the goal,"" Gan said. He said that the government would fight illegal land use and stop farmland from becoming desert.",A,The article seems to tell us that_.,"['farmland is in danger' 'countrysides are turned into towns'
 'farmland has been sold' 'Chinese cities are grown fast']",The article seems to tell us that_ if we do nothing about the problem.,C,condition_scope,high
middle6700.txt,"John gets up early from Monday to Saturday, because he must go to school before 7:30 on weekdays  and go to Drawing Club at 8:00 on Saturday mornings. He usually goes to the bookshop on Saturday afternoon, and after dinner he watches TV until  midnight .
He doesn't get up early on Sundays. John's parents both work on Sundays. John always watches TV after he gets up. Then he usually goes to KFC to have a hamburger and some juice for lunch. After that, he goes back home and starts to play computer games until his parents come back. He does his homework after dinner. He usually has lots of weekend homework, so he must spend three hours on it. He usually goes to bed at about 11:00 p.m. on Sundays. He often complains  he has too much homework to do.
,.",D,How often does John need to get up early?,"['Every day.' 'Five days a week.' 'Only on Saturdays and Sundays.'
 'Six days a week.']",How often does John need to get up early on weekdays?,C,condition_scope,high
middle6700.txt,"John gets up early from Monday to Saturday, because he must go to school before 7:30 on weekdays  and go to Drawing Club at 8:00 on Saturday mornings. He usually goes to the bookshop on Saturday afternoon, and after dinner he watches TV until  midnight .
He doesn't get up early on Sundays. John's parents both work on Sundays. John always watches TV after he gets up. Then he usually goes to KFC to have a hamburger and some juice for lunch. After that, he goes back home and starts to play computer games until his parents come back. He does his homework after dinner. He usually has lots of weekend homework, so he must spend three hours on it. He usually goes to bed at about 11:00 p.m. on Sundays. He often complains  he has too much homework to do.
,.",D,What does John do on Sunday morning?,"['He goes to have lessons.' 'He goes to a club.'
 'He goes to the bookshop.' 'He watches TV.']",What does John do on Sunday morning if the weather is fine?,B,condition_scope,high
middle4757.txt,"An Internet game named Happy Farm is becoming more and more popular among young office workers and students. People can work on a farm. They can also grow, water, sell and steal vegetables, flowers, fruits and so on. They can earn some e-money from their working on the farm. Then they can use it to buy more seeds, pets and even houses. Of course, all these are not true, they are only on the Internet.
Why do so many young people enjoy the kind of Farm game? I think maybe some of them are afraid of facing the real world, and they have to look for fun from the Internet. Some feel lonely and want to make friends during growing vegetables on the Internet. Some have great fun _ others' vegetables because they needn't work on their farm.
Most parents and teachers are worried about these young people and students. Students spend too much time playing the game. It's bad for their health and study.",A,Why do some people enjoy the game?,"['Some people feel lonely and want to make friends.'
 'They can get some money for living.'
 ""They don't need to buy vegetable for lunch.""
 'They can learn English from the game.']",Why do some people enjoy the game after school?,D,condition_scope,high
middle2544.txt,"Many boys and girls love watching TV. They spend many hours watching TV every day. But many parents let their children watch TV at special time.
TV shows are like books and movies. There are many kinds of TV shows, such as sitcoms, soap opera, sports shows, fashion shows, and so on. A kid can learn good things and bad things from them. Some shows help children know the news all over the world. Children don't have to go to the zoos or the parks to see animals. They can see on TV at home. Some shows teach children how to cook, how to paint or how to study.
Many boys and girls think it is interesting to watch TV but it is also interesting to read books , to play games or to visit the friends.",A,Many boys and girls spend time   _   every day.,['watching TV' 'playing sports' 'playing games' 'visiting friends'],Many boys and girls spend time   _   every day after school.,C,condition_scope,high
middle2544.txt,"Many boys and girls love watching TV. They spend many hours watching TV every day. But many parents let their children watch TV at special time.
TV shows are like books and movies. There are many kinds of TV shows, such as sitcoms, soap opera, sports shows, fashion shows, and so on. A kid can learn good things and bad things from them. Some shows help children know the news all over the world. Children don't have to go to the zoos or the parks to see animals. They can see on TV at home. Some shows teach children how to cook, how to paint or how to study.
Many boys and girls think it is interesting to watch TV but it is also interesting to read books , to play games or to visit the friends.",C,Many parents   _  .,"[""don't let their children watch TV""
 'ask their children to watch TV only about study'
 'let their children watch TV only at special time'
 'want their children to watch TV all night']","What¡¯s a common requirement parents have for kids¡¯ TV content, which people might mix up with the time restriction parents set for watching TV?What¡¯s a common requirement parents have for kids¡¯ TV content, which people might mix up with the time restriction parents set for watching TV?",B,condition_scope,high
middle2544.txt,"Many boys and girls love watching TV. They spend many hours watching TV every day. But many parents let their children watch TV at special time.
TV shows are like books and movies. There are many kinds of TV shows, such as sitcoms, soap opera, sports shows, fashion shows, and so on. A kid can learn good things and bad things from them. Some shows help children know the news all over the world. Children don't have to go to the zoos or the parks to see animals. They can see on TV at home. Some shows teach children how to cook, how to paint or how to study.
Many boys and girls think it is interesting to watch TV but it is also interesting to read books , to play games or to visit the friends.",A,Kids love watching TV because   _  .,['it is interesting' 'it is boring' 'it is popular' 'it is cheap'],Kids love watching TV because   _   when they are free.,D,condition_scope,high
middle5207.txt,"Usually, students are not encouraged to run or jump around in the corridor  . However, students in a British grammar school really enjoy running on the corridor tiles   and their teachers even encourage them to do that.
Why? It is because the corridor was built with special kinetic   tiles. When students jump on the tiles, electricity will be produced. After one year, the electricity produced from the tiles can fully charge 853 mobile phones or power  an electric car to drive seven miles. It's amazing, isn't it?
The corridor tiles are really a brilliant invention. Students can not only play on the corridor, but also help power the lights in their school corridors and other equipment in their classrooms. Besides, this is a good way to teach students to be creative. They will be _ to be scientists, inventors and engineers in the future to find clean energy for all humans.
The inventor of the magic corridor tiles is Laurence Kemball-Cook. He was once a student in this school. Now, he is CEO of his own company. The corridor tiles are not Laurence's only invention. He has also invented a special dance floor, which can be used at music festivals. It allows dancers to charge their mobile phones while they are dancing on the dance floor.",C,Why do the students in the passage enjoy running on the corridor tiles?,"['Because the corridor tiles are expensive.'
 'Because the teachers ask them to do that.'
 'Because the corridor was built with special tiles.'
 'Because students like running and jumping.']",Why do the students in the passage enjoy running on the corridor tiles during the breaks?,B,condition_scope,high
middle3219.txt,"Years ago I worked at a factory in a small county. Every day I got up very early and often did much extra work at night. I was so tired and exhausted. My whole life was hopeless. Then one day I read the following article from a magazine:
""A woman went to live with her husband in camp on the Mojave Desert during the war. She simply hated the place: the heat was almost un-bearable, 125 degrees in the shade, the wind blew incessantly, and there was sand everywhere. Finally, in desperation   she wrote her parents in Ohio that she couldn't stand it another minute and was coming home.
Quickly came the reply by airmail from her father----just two lines:
""Two men looked out from prison bars. One saw the mud, the other saw stars.""
The daughter did some real thinking, not only with the intellect   but also with her heart. She decided to stick to her post.
She made friends with the natives, learned to love the country, and eventually wrote a book about it.
The desert hadn't changed, but her attitude had. Because she listened with her heart  to the words her father sent, a whole new world opened up to her.
A change of attitude could change everything.
After reading the article, I was deep in thought  ...",D,The main idea of this passage is that   _  .,"['a woman went to live with her husband in camp.'
 ""the desert hadn't changed, but her attitude had.""
 ""the daughter's parents wanted her to stay with her husband.""
 'a change of attitude could change everything.']",The main idea of this passage is that   _   when life seems hard.,B,condition_scope,high
middle4164.txt,"English breakfast is a very big meal--eggs, tomatoes, tea, coffee... For many people, lunch is a quick  meal. In cities there are a lot of sandwich  bars . People can buy sandwiches there. Students can have a hot meal at school, but many just take a sandwich, a drink and some fruit from home.
""Tea"" means two things. It is a drink and a meal! Some people have afternoon tea, with sandwiches, cakes and a cup of tea.
They usually have dinner quite early , between 6:00 and 8:00(......), and often all the family eat together .
People often get take-away  meals--they buy the food outside",C,Many people in England have a   _   breakfast and a   _   lunch.,['quick; small' 'little; big' 'big; quick' 'slow; big'],Many people in England have a   _   breakfast and a   _   lunch on weekdays.,A,condition_scope,high
middle4164.txt,"English breakfast is a very big meal--eggs, tomatoes, tea, coffee... For many people, lunch is a quick  meal. In cities there are a lot of sandwich  bars . People can buy sandwiches there. Students can have a hot meal at school, but many just take a sandwich, a drink and some fruit from home.
""Tea"" means two things. It is a drink and a meal! Some people have afternoon tea, with sandwiches, cakes and a cup of tea.
They usually have dinner quite early , between 6:00 and 8:00(......), and often all the family eat together .
People often get take-away  meals--they buy the food outside",B,Students usually have lunch   _  .,['at home' 'at school' 'outside' 'in the restaurant'],Students usually have lunch   _   during the school term.,A,condition_scope,high
middle4164.txt,"English breakfast is a very big meal--eggs, tomatoes, tea, coffee... For many people, lunch is a quick  meal. In cities there are a lot of sandwich  bars . People can buy sandwiches there. Students can have a hot meal at school, but many just take a sandwich, a drink and some fruit from home.
""Tea"" means two things. It is a drink and a meal! Some people have afternoon tea, with sandwiches, cakes and a cup of tea.
They usually have dinner quite early , between 6:00 and 8:00(......), and often all the family eat together .
People often get take-away  meals--they buy the food outside",A,What don't they have when they have afternoon tea?,['Chicken.' 'Sandwiches.' 'Cakes' 'A cup of tea'],What don't they have when they have afternoon tea on Sundays?,C,condition_scope,high
middle4164.txt,"English breakfast is a very big meal--eggs, tomatoes, tea, coffee... For many people, lunch is a quick  meal. In cities there are a lot of sandwich  bars . People can buy sandwiches there. Students can have a hot meal at school, but many just take a sandwich, a drink and some fruit from home.
""Tea"" means two things. It is a drink and a meal! Some people have afternoon tea, with sandwiches, cakes and a cup of tea.
They usually have dinner quite early , between 6:00 and 8:00(......), and often all the family eat together .
People often get take-away  meals--they buy the food outside",A,"When they get a take-away meal, they often eat it   _  .",['at home' 'in the school' 'outside' 'in the bars'],"When they get a take-away meal, they often eat it   _   on their way home.",C,condition_scope,high
middle3868.txt,"Hip-hop dancing  is popular with many young people today. They like it because they can invent their own moves. They use this dance to show their love for life. It also shows that they feel good about life,that they just want to be themselves and enjoy life,and that they are not afraid of problems.
Hip-hop dancing has a history of more than 20 years. It first began in the 1980s in the US. In early times,it was seen in New York and Los Angles. At that time,many young black people often danced to the music in the streets.They used their legs,arms,heads and even shoulders to dance.Many young people still use most of these moves today.
Hip-hop dancing became popular all over the world because of the 1983 movie Flash dance .Some people performed Hip-hop dancing in the movie.People enjoyed their performance.They began to dance like them.Then it became popular .There are two kinds of Hip-hop dancing:new school and old school.More and more young people are learning Hip-hop dancing.People believe that it is a good way to exercise their bodies,and that it is good for their health.",C,Young people like Hip-hop dancing because   _  .,"['it has a history of more than 20 years' 'it first began in the US'
 'they can invent their own moves'
 'many young black people often dance it']",Young people like Hip-hop dancing because   _   when they are with their friends.,A,condition_scope,high
middle3868.txt,"Hip-hop dancing  is popular with many young people today. They like it because they can invent their own moves. They use this dance to show their love for life. It also shows that they feel good about life,that they just want to be themselves and enjoy life,and that they are not afraid of problems.
Hip-hop dancing has a history of more than 20 years. It first began in the 1980s in the US. In early times,it was seen in New York and Los Angles. At that time,many young black people often danced to the music in the streets.They used their legs,arms,heads and even shoulders to dance.Many young people still use most of these moves today.
Hip-hop dancing became popular all over the world because of the 1983 movie Flash dance .Some people performed Hip-hop dancing in the movie.People enjoyed their performance.They began to dance like them.Then it became popular .There are two kinds of Hip-hop dancing:new school and old school.More and more young people are learning Hip-hop dancing.People believe that it is a good way to exercise their bodies,and that it is good for their health.",D,In which part of a newspaper would you most probably read this passage?,['Sports.' 'News.' 'Business.' 'Culture'],In which part of a newspaper would you most probably read this passage on weekends?,A,condition_scope,high
middle1304.txt,"Several years ago,a television reporter was talking to three of the most important people in America. One was a very rich banker,another owned one of the largest companies in the world,and the third owned many buildings in the center of New York.
The reporter was talking to them about being important. ""How do we know if someone is really important?"" the reporter asked the banker.
The banker thought for a few moments and then said, ""I think anybody who is invited to the White House to meet the President of the United States is really important. ""
The reporter then turned to the owner of the very large company. ""Do you agree with that?"" she asked.
The man shook his head, ""No. I think the President invites a lot of people to the White House. You'd only be important if while you were visiting the President, there was a telephone call from the president of another country,and the President of the US said he was too busy to answer it. ""
The reporter turned to the third man. ""Do you think so?""
""No, I don't,"" he said. ""I don't think that makes the visitor important. That makes the President important. ""
""Then what would make the visitor important?"" the reporter and the other two men asked.
""Oh, I think if the visitor to the White House was talking to the President and the phone rang, and the President picked up the receiver, listened and then said, 'It's for you. ' """,A,There are   _   in this passage.,"['three men and one woman' 'two men and two women'
 'three women and one man' 'four women']",There are   _   in this passage if we only count the people in the story.,B,condition_scope,high
middle548.txt,"Mr. Jackson lives in a small town. He is a kind and funny man. And he is friendly to everyone. He likes talking with others very much. But he is always absent-minded  .
One day, Mr Jackson went to visit a friend. His friend works on a farm and lives not far from the market and often goes to the market to sell things.
They had dinner together and then talked and talked. Mr Jackson was very excited to meet his friend. He told his friend a lot of things. Midnight came, and then one o'clock, two o'clock and still Mr Jackson kept on talking. But by this time his friend was feeling very tired and kept on looking at the clock on the wall. He didn't want to be impolite, but at last he said, ""My dear friend, I don't want to put you out, but you see, it's too late now. I have to go to the market at six o'clock, and I must go to bed now.""
""Oh, my God!"" said Mr Jackson in surprise, ""I thought you were at my house.""",B,Mr Jackson likes   _   a lot.,['selling things' 'talking with others' 'playing soccer' 'watching TV'],Mr Jackson likes   _   a lot in his free time.,C,condition_scope,high
middle548.txt,"Mr. Jackson lives in a small town. He is a kind and funny man. And he is friendly to everyone. He likes talking with others very much. But he is always absent-minded  .
One day, Mr Jackson went to visit a friend. His friend works on a farm and lives not far from the market and often goes to the market to sell things.
They had dinner together and then talked and talked. Mr Jackson was very excited to meet his friend. He told his friend a lot of things. Midnight came, and then one o'clock, two o'clock and still Mr Jackson kept on talking. But by this time his friend was feeling very tired and kept on looking at the clock on the wall. He didn't want to be impolite, but at last he said, ""My dear friend, I don't want to put you out, but you see, it's too late now. I have to go to the market at six o'clock, and I must go to bed now.""
""Oh, my God!"" said Mr Jackson in surprise, ""I thought you were at my house.""",D,Mr Jackson's friend went to bed   _   that day.,"['at midnight' ""at one o'clock"" ""at two o'clock"" ""after two o'clock""]",Mr Jackson's friend went to bed   _   that day after the long drive.,B,condition_scope,high
middle5269.txt,"The Biggest and the Gentle
The elephant is the biggest four-legged animal in the world.It is also the gentlest,but not always!
Elephants are like us in some ways.They live for a long time--fifty or sixty years.They can remember things very well.They never forget great sadness or great happiness.When female elephant dies,her daughters and her granddaughters are sad for many months.They stay with the dead body.Then they carry a bit of it away with them.They never forget a dear friend.
Elephants are like us,but they are also different.They live in families of females.There will be a few young males a few""baby boys"".But the females will soon send them away.And elephant family keeps only its daughters,mothers and grandmothers.And its great-grandmothers.
The females stay together for fifty,sixty...a hundred years.The older animals look after the younger ones.The mothers teach their daughters and set a good example.
And what happens to male elephants?Well,the young males stay with their family.Then the females just send them away.A bull elephant does not often have a friend.He lives apart,away from the family,and often away from other bulls.
Sometimes the females call a bull.He can visit them then,and stay for some time.But soon his""wives""and sisters send him away again.The females have a very happy family life.What do the bulls think about it?We don't know.",B,Elephants are usually  _  towards other animals.,['fierce' 'friendly' 'rude' 'grateful'],Elephants are usually  _  towards other animals in the wild.,D,condition_scope,high
middle1964.txt,"If you think you are too shy and want to be a little outgoing, try the following. You can make it.
Tell people you are shy. Just let people know that you are a shy kid. When they know that, they'll understand you better. This also helps you feel more at home when talking with others.
Try to smile more. People think you are friendly and easy to talk to. Remember that most of us would like to talk to friendly people and we will stay away from an angry-looking face.
Talk to others first. If you find it hard to do, say something nice about people around you. Think about how great you feel when someone says something nice to you. Doesn't it make you want to keep talking to those people?
Turn your attention to somewhere else. Think more about ways to enjoy the party or the game. Don't worry about your looks or care if people like you.
Reward  yourself. Each time after you say ""hi"" or smile at someone for the first time , say to yourself ""You did it!"" or buy yourself an ice cream.
Keep trying and one day you won't be shy any more when you talk to others.",B,How can you make people think you are friendly and easy to talk to?,"['By telling them you are shy.' 'By trying to smile more.'
 'By talking to them first.' 'By rewarding yourself.']",How can you make people think you are friendly and easy to talk to when you are nervous?,A,condition_scope,high
middle4386.txt,"Today is July 21. Most people are enjoying their weekend now. John is watching a magic show at the Capital Stadium with his parents and a friend from Australia.
The girl is Megan, she is staying at John's for her holiday now. Her parents and brother Andy are now visiting the zoo. Their father is taking photos of many animals, like elephants, pandas, zebras and tigers. But Andy likes monkeys most and he is now watching them jumping and playing.
Andy's cousin Julia is at her friend's birthday party. There she meets Lily, Daming, Joy and Lingling. They are having a happy talk and drinking some juice. Julia's grandparents are having a Taijiquan class, while her mother is shopping for presents. Julia's family is going back home to the Unite States next Thursday, so her father is booking plane ticket on the Internet.",A,John's mother is   _  .,"['watching a magic show' 'visiting the zoo' 'taking photos'
 'at a birthday party']",John's mother is   _   with some children who are also having fun with animals today.,B,condition_scope,high
middle4386.txt,"Today is July 21. Most people are enjoying their weekend now. John is watching a magic show at the Capital Stadium with his parents and a friend from Australia.
The girl is Megan, she is staying at John's for her holiday now. Her parents and brother Andy are now visiting the zoo. Their father is taking photos of many animals, like elephants, pandas, zebras and tigers. But Andy likes monkeys most and he is now watching them jumping and playing.
Andy's cousin Julia is at her friend's birthday party. There she meets Lily, Daming, Joy and Lingling. They are having a happy talk and drinking some juice. Julia's grandparents are having a Taijiquan class, while her mother is shopping for presents. Julia's family is going back home to the Unite States next Thursday, so her father is booking plane ticket on the Internet.",D,---Where's Megan's father?  ---He is   _  .,"[""at John's with Lily"" 'at a party'
 'at the Capital Stadium with his daughter' 'in the zoo']",---Where's Megan's father?  ---He is   _   watching a game today.,C,condition_scope,high
middle700.txt,"John lives on a farm. The farm is not very big. His parents grow rice and corn. They don't use animals to do farm work any more. Today they use a tractor . It works faster and better. After he does his work in the fields, he likes to sit and look at the blue sky and the green hills. He thinks the country is more beautiful than the city. In the city, he can't hear the animals. In the country, he can hear birds singing. He likes to play with his dog, Cody. Cody is a very interesting dog. He likes to follow people. When they stop, he stops.
When they walk, he walks. John thinks Cody is the best dog of all.",C,They use a tractor to   _  .,"['carry rice and corn' 'carry animals' 'help to do farm work'
 'drive to town']",They use a tractor to   _   when they need to go to town.,D,condition_scope,high
middle700.txt,"John lives on a farm. The farm is not very big. His parents grow rice and corn. They don't use animals to do farm work any more. Today they use a tractor . It works faster and better. After he does his work in the fields, he likes to sit and look at the blue sky and the green hills. He thinks the country is more beautiful than the city. In the city, he can't hear the animals. In the country, he can hear birds singing. He likes to play with his dog, Cody. Cody is a very interesting dog. He likes to follow people. When they stop, he stops.
When they walk, he walks. John thinks Cody is the best dog of all.",A,What does John do after his work?,"['He sit down and looks at the blue sky and the green hills.'
 'He goes shopping in the tractor in town.'
 'He helps his parents with some more farm work.'
 'He walks his dog in the fields.']",What does John do after his work when he feels a bit tired?,B,condition_scope,high
middle6370.txt,"Hello! My name is Amy.I'm from the USA.I'm in Beijing Sunshine Secondary School.I have some good penfriends.They are Mike, Mary and Wang Hao.
Mike is from the USA.He is fourteen years old.He lives with his parents and his two sisters in New York.He likes Chinese music very much.
Mary is from England.There are four people in her family--her parents, her brother and Mary.Mary's mother is an English teacher and her father is a doctor.Mary's brother, Jim, is a student.
Wang Hao is a Chinese boy.He is from Jiangsu, China.But now he is in Beijing with his parents.He often visits his grandparents with his sister at the weekend.",B,There are   _   people in Mike's family.,['four' 'five' 'six' 'seven'],There are   _   people in Mike's family if you only count the children in his home in New York.,C,condition_scope,high
middle8255.txt,"Dear Dr Jackson,
My parents are never happy with me. They are always criticizing my clothes, my hair and the music I listen to. They hate my friends' looks and they keep complaining when I go with them. I'm not allowed to stay out as late as my friends do, so I can't have any fun. My parents only seem to care about my school grades. Although I love them, sometimes I feel we live in different worlds. If they love me, can't they understand me? How can I make them understand me?
Angel
Dear Angel,
Your problem is common to both teenagers and parents. Don't worry, because all this is natural. You see, your parents have grown up at a different time and they have different experiences. So, they think some things are strange, but you find the same things are all right. For example, the music you like may sound like noise to them. Your parents love you, so they feel they must stop you from doing whatever they find strange. On the other hand, you don't want to be different from other teenagers, so you feel that your parents
you.
I think you should talk about this problem with your parents. Try to explain to them what you want and make them know they can believe you. And then they'll find you are a responsible person and they will give you more freedom.
Jackson",C,What advice does Dr Jackson give to Angel?,"['Be different from other teenagers.'
 'Pay no attention to whatever her parents tell her.'
 'Discuss her problem with her parents.'
 ""Don't tell her parents what she wants to do.""]",What advice does Dr Jackson give to Angel if she wants her parents to treat her more like an adult?,A,condition_scope,high
middle6879.txt,"The corridor   windows at the Hangzhou Entel Foreign Language School look a bit different from other schools. They are all decorated   with beautiful paper cutting art. But they are not just for decoration. They are also to stop birds from flying into windows.
Chen Zitong, 14, a Junior 3 student at the school came up with the idea. In early January, she wrote a letter to the headmaster and suggested this. She often saw birds fly into the clean windows and get hurt. After some online research, she found this solution. ""Some people decorated windows with stickers   or posters. Then I thought of replacing   them with our traditional paper cutting art,"" Chen said.
To Chen's surprise, the headmaster took her advice. The school organized a paper cutting art competition. Students' works that got awards were pasted on the corridor windows.
In fact, there have been paper cutting art classes since 2011. ""We have classes once a week for a month to teach paper cutting,"" said Fan Ming, an art teacher. The teaching building even has a display   wall to show students' works.
Through the class, Shi Jiawei, 14, fell in love with the art of paper cutting. ""It's very fun. I can design my own patterns   and present interesting things through it,"" she said. She created many works like bears and magpies  .
Paper cutting also helps students become more patient. Wang Yiyou, 12, was once an active boy. But now, he can carefully design a delicate   paper cutting work with scissors   and gravers  . ""I am so proud that I can make it look perfect,"" he said.
(By Wu Qian, 21st Century Teens Staff)",D,Which of the following statements is NOT the function of the papercutting art according to the passage?,"['It can be use for decoration.'
 'It can stop birds from flying into windows.'
 'It can helps students become more patient.'
 'It can organize a paper cutting art competition.']",Which of the following statements is NOT the function of the papercutting art according to the passage when it is used on the windows?,B,condition_scope,high
middle1837.txt,"As prices and building costs keep rising, ""the do-it-yourself""(DIY)trend  in the US continues to grow.
""We needed furniture for our living room,"" says John Kose, ""and we didn't have enough money to buy it."" So we decided to try making a few tables and chairs. John got married six months ago, and like many young people these days, they are struggling  to make a home when the cost of living is very high. The Koses took a 2-week course for $ 280 at a night school. Now they build all their furniture and make repairs around the house.
Jim Hatfield has three boys and his wife died. He has a full-time job at home as well as in a shoe-making factory. Last month, he received a car repair bill for $420. ""I was very upset about it. Now I've finished a car repair course. I should be able to fix the car myself. ""
John and Jim are not unusual people. Most families in the country are doing everything they can save money so they can fight the high cost of living. If you want to become a ""do-it-yourself"", you can go to DIY classes. And for those who don't have time to take a course, there are books that tell you how to do things yourself.",D,We know from the passage that many people   _   .,"['seldom go to a department store to buy things'
 'take DIY courses run by the government'
 'like to learn to make their own furniture'
 'find it hard to pay for what they need']",We know from the passage that many people   _   when they find workers too expensive.,B,condition_scope,high
